state_code,state_name,sa2_code,sa2_name,pop_2022
7,Northern Territory,701021028,Wagaman,2093
7,Northern Territory,701021029,Wanguri,1923
7,Northern Territory,701021030,Wulagi,2678
7,Northern Territory,701031031,Howard Springs,5736
7,Northern Territory,701031032,Humpty Doo,8982
7,Northern Territory,701031033,Koolpinyah,14
7,Northern Territory,701031034,Virginia,3422
7,Northern Territory,701031035,Weddell,4604
7,Northern Territory,701041036,Bakewell,3292
7,Northern Territory,701041037,Driver,2881
7,Northern Territory,701041038,Durack - Marlow Lagoon,4837
7,Northern Territory,701041039,Gray,3368
7,Northern Territory,701041040,Moulden,3268
7,Northern Territory,701041041,Palmerston - North,4762
7,Northern Territory,701041042,Palmerston - South,7560
7,Northern Territory,701041043,Rosebery - Bellamack,6979
7,Northern Territory,701041044,Woodroffe,3377
7,Northern Territory,702011045,Charles,4671
7,Northern Territory,702011046,East Side,6085
7,Northern Territory,702011047,Flynn (NT),5099
7,Northern Territory,702011048,Larapinta,5552
7,Northern Territory,702011049,Mount Johns,4485
7,Northern Territory,702011050,Petermann - Simpson,2195
7,Northern Territory,702011051,Ross,3030
7,Northern Territory,702011052,Sandover - Plenty,4519
7,Northern Territory,702011053,Tanami,3312
7,Northern Territory,702011054,Yuendumu - Anmatjere,2095
7,Northern Territory,702021055,Barkly,2522
7,Northern Territory,702021056,Tennant Creek,3511
7,Northern Territory,702031057,Alligator,4680
7,Northern Territory,702031058,Daly,2175
7,Northern Territory,702031059,Thamarrurr,2447
7,Northern Territory,702031060,Tiwi Islands,2744
7,Northern Territory,702031061,West Arnhem,6074
7,Northern Territory,702041062,Anindilyakwa,2916
7,Northern Territory,702041063,East Arnhem,8032
7,Northern Territory,702041064,Nhulunbuy,3641
7,Northern Territory,702051065,Elsey,2617
7,Northern Territory,702051066,Gulf,4849
7,Northern Territory,702051067,Katherine,10823
7,Northern Territory,702051068,Victoria River,3046
8,Australian Capital Territory,801011001,Aranda,2553
8,Australian Capital Territory,801011002,Belconnen,8813
8,Australian Capital Territory,801011003,Bruce,7591
8,Australian Capital Territory,801011004,Charnwood,3000
8,Australian Capital Territory,801011005,Cook,2899
8,Australian Capital Territory,801011006,Dunlop,7304
8,Australian Capital Territory,801011007,Evatt,5454
8,Australian Capital Territory,801011008,Florey,4697
8,Australian Capital Territory,801011009,Flynn (ACT),3650
8,Australian Capital Territory,801011010,Fraser,2102
8,Australian Capital Territory,801011011,Giralang,3308
8,Australian Capital Territory,801011012,Gooromon,4
8,Australian Capital Territory,801011013,Hawker,2990
8,Australian Capital Territory,801011014,Higgins,3277
8,Australian Capital Territory,801011015,Holt,5726
8,Australian Capital Territory,801011016,Kaleen,7607
8,Australian Capital Territory,801011017,Latham,3745
8,Australian Capital Territory,801011018,Lawson,2818
8,Australian Capital Territory,801011019,Macgregor (ACT),6970
8,Australian Capital Territory,801011020,Macquarie,3058
8,Australian Capital Territory,801011021,McKellar,2686
8,Australian Capital Territory,801011022,Melba,3315
8,Australian Capital Territory,801011023,Page,2985
8,Australian Capital Territory,801011024,Scullin,3075
8,Australian Capital Territory,801011025,Spence,2521
8,Australian Capital Territory,801011026,Weetangera,2786
8,Australian Capital Territory,801011111,Molonglo Corridor,16
8,Australian Capital Territory,801011142,Macnamara,0
8,Australian Capital Territory,801011143,Strathnairn,1038
8,Australian Capital Territory,801011144,West Belconnen,20
8,Australian Capital Territory,801031031,Hume,394
8,Australian Capital Territory,801031032,Kowen,23
8,Australian Capital Territory,801031113,Canberra East,1127
8,Australian Capital Territory,801031114,Canberra Airport,128
8,Australian Capital Territory,801031115,Majura,288
8,Australian Capital Territory,801041034,Amaroo,6053
8,Australian Capital Territory,801041035,Bonner,7377
8,Australian Capital Territory,801041036,Casey,6520
8,Australian Capital Territory,801041037,Crace,4761
8,Australian Capital Territory,801041038,Forde,4439
8,Australian Capital Territory,801041039,Franklin,7439
8,Australian Capital Territory,801041040,Gungahlin,8732
8,Australian Capital Territory,801041043,Hall,292
8,Australian Capital Territory,801041044,Harrison,8129
8,Australian Capital Territory,801041045,Mitchell,8
8,Australian Capital Territory,801041046,Ngunnawal,10991
8,Australian Capital Territory,801041047,Nicholls,6568
8,Australian Capital Territory,801041048,Palmerston,5479
8,Australian Capital Territory,801041116,Gungahlin - East,0
8,Australian Capital Territory,801041117,Gungahlin - West,0
8,Australian Capital Territory,801041118,Jacka,690
8,Australian Capital Territory,801041119,Kenny,18
8,Australian Capital Territory,801041120,Moncrieff,5484
8,Australian Capital Territory,801041121,Taylor,2504
8,Australian Capital Territory,801041122,Throsby,2930
8,Australian Capital Territory,801051049,Acton,2952
8,Australian Capital Territory,801051050,Ainslie,5285
8,Australian Capital Territory,801051051,Braddon,6730
8,Australian Capital Territory,801051053,Civic,4986
8,Australian Capital Territory,801051054,Dickson,3473
8,Australian Capital Territory,801051055,Downer,4337
8,Australian Capital Territory,801051056,Hackett,3242
8,Australian Capital Territory,801051057,Lyneham,5645
8,Australian Capital Territory,801051058,O`Connor (ACT),5866
8,Australian Capital Territory,801051060,Turner,4528
8,Australian Capital Territory,801051061,Watson,6858
8,Australian Capital Territory,801051123,Black Mountain,0
8,Australian Capital Territory,801051124,Campbell,4848
8,Australian Capital Territory,801051125,Duntroon,2003
8,Australian Capital Territory,801051126,Parkes (ACT) - North,0
8,Australian Capital Territory,801051127,Reid,1755
8,Australian Capital Territory,801051128,Russell,0
8,Australian Capital Territory,801061062,Deakin,3131
8,Australian Capital Territory,801061063,Forrest,1870
8,Australian Capital Territory,801061064,Griffith (ACT),5331
8,Australian Capital Territory,801061066,Lake Burley Griffin,0
8,Australian Capital Territory,801061067,Narrabundah,6553
8,Australian Capital Territory,801061068,Parkes (ACT) - South,4
8,Australian Capital Territory,801061069,Red Hill (ACT),3228
8,Australian Capital Territory,801061070,Yarralumla,3095
8,Australian Capital Territory,801061129,Barton,1968
8,Australian Capital Territory,801061130,Fyshwick,59
8,Australian Capital Territory,801061131,Kingston (ACT),6897
8,Australian Capital Territory,801071071,Banks,5002
8,Australian Capital Territory,801071072,Bonython,3761
8,Australian Capital Territory,801071073,Calwell,5673
8,Australian Capital Territory,801071074,Chisholm,5204
8,Australian Capital Territory,801071075,Conder,5007
8,Australian Capital Territory,801071076,Fadden,2983
8,Australian Capital Territory,801071077,Gilmore,2679
8,Australian Capital Territory,801071078,Gordon (ACT),7828
8,Australian Capital Territory,801071079,Gowrie (ACT),3082
8,Australian Capital Territory,801071080,Greenway,4387
8,Australian Capital Territory,801071081,Isabella Plains,4272
8,Australian Capital Territory,801071082,Kambah,15775
8,Australian Capital Territory,801071083,Macarthur,1368
8,Australian Capital Territory,801071084,Monash,5569
8,Australian Capital Territory,801071085,Mount Taylor,0
8,Australian Capital Territory,801071086,Oxley (ACT),1676
8,Australian Capital Territory,801071087,Richardson,3010
8,Australian Capital Territory,801071088,Theodore,3737
8,Australian Capital Territory,801071089,Tuggeranong,40
8,Australian Capital Territory,801071090,Wanniassa,7823
8,Australian Capital Territory,801071132,Tuggeranong - West,10
8,Australian Capital Territory,801081091,Chapman,2834
8,Australian Capital Territory,801081092,Duffy,3409
8,Australian Capital Territory,801081093,Fisher,3260
8,Australian Capital Territory,801081094,Holder,2819
8,Australian Capital Territory,801081095,Rivett,3315
8,Australian Capital Territory,801081096,Stirling,2111
8,Australian Capital Territory,801081097,Waramanga,2728
8,Australian Capital Territory,801081098,Weston,3932
8,Australian Capital Territory,801081133,Scrivener,0
8,Australian Capital Territory,801091099,Chifley,2608
8,Australian Capital Territory,801091100,Curtin,5485
8,Australian Capital Territory,801091101,Farrer,3791
8,Australian Capital Territory,801091102,Garran,3728
8,Australian Capital Territory,801091103,Hughes,3163
8,Australian Capital Territory,801091104,Isaacs,2334
8,Australian Capital Territory,801091105,Lyons (ACT),3231
8,Australian Capital Territory,801091106,Mawson,3402
8,Australian Capital Territory,801091107,O`Malley,940
8,Australian Capital Territory,801091108,Pearce,2675
8,Australian Capital Territory,801091109,Phillip,5431
8,Australian Capital Territory,801091110,Torrens,2389
8,Australian Capital Territory,801101134,Arboretum,10
8,Australian Capital Territory,801101135,Coombs,5050
8,Australian Capital Territory,801101136,Denman Prospect,3456
8,Australian Capital Territory,801101137,Molonglo,0
8,Australian Capital Territory,801101139,Wright,4006
8,Australian Capital Territory,801101145,Molonglo - East,3
8,Australian Capital Territory,801101146,Whitlam,52
8,Australian Capital Territory,801111140,ACT - South West,551
8,Australian Capital Territory,801111141,Namadgi,67
9,Other Territories,901011001,Christmas Island,1782
9,Other Territories,901021002,Cocos (Keeling) Islands,614
9,Other Territories,901031003,Jervis Bay,312
9,Other Territories,901041004,Norfolk Island,2211
,,,TOTAL AUSTRALIA,25996144
"Source: Regional population, 2021-22",,,,
© Commonwealth of Australia 2023,,,,
